event_id,timestamp,camera_id,camera_location,department,lat,lon,plate_number,detection_confidence_pct,watchlist_status,watchlist_reason
14459,2026-09-15T02:44:06.349741,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14458,2026-09-15T02:44:06.346355,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14457,2026-09-15T02:44:06.310499,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14456,2026-09-15T02:44:06.302500,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14455,2026-09-15T02:44:06.264437,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14454,2026-09-15T02:44:06.140271,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14453,2026-09-15T02:44:06.097115,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14452,2026-09-15T02:44:06.009801,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14451,2026-09-15T02:44:05.976470,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14450,2026-09-15T02:44:05.972580,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14449,2026-09-15T02:44:05.678004,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14448,2026-09-15T02:44:05.587616,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14447,2026-09-15T02:44:05.544423,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14446,2026-09-15T02:44:05.499410,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14445,2026-09-15T02:44:05.458385,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14444,2026-09-15T02:44:05.380190,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14443,2026-09-15T02:44:05.298100,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14442,2026-09-15T02:44:05.293494,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14441,2026-09-15T02:44:05.209080,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14440,2026-09-15T02:44:05.206270,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14439,2026-09-15T02:44:05.042836,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14438,2026-09-15T02:44:04.838135,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14437,2026-09-15T02:44:04.745435,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14436,2026-09-15T02:44:04.618828,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14435,2026-09-15T02:44:04.455702,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14434,2026-09-15T02:44:04.411077,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14433,2026-09-15T02:44:04.407180,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14432,2026-09-15T02:44:04.405294,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14431,2026-09-15T02:44:04.158074,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14430,2026-09-15T02:44:04.111687,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14429,2026-09-15T02:44:04.075841,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14428,2026-09-15T02:44:04.033684,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14427,2026-09-15T02:44:03.864778,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14426,2026-09-15T02:44:03.860238,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14425,2026-09-15T02:44:03.786868,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14424,2026-09-15T02:44:03.434662,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14423,2026-09-15T02:44:03.399327,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14422,2026-09-15T02:44:03.395702,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14421,2026-09-15T02:44:03.355864,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14420,2026-09-15T02:44:03.310720,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14419,2026-09-15T02:44:03.308971,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14418,2026-09-15T02:44:03.266901,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14417,2026-09-15T02:44:03.187702,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14416,2026-09-15T02:44:03.106744,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14415,2026-09-15T02:44:03.101885,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14414,2026-09-15T02:44:03.014694,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14413,2026-09-15T02:44:02.975609,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14412,2026-09-15T02:44:02.973361,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14411,2026-09-15T02:44:02.809750,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14410,2026-09-15T02:44:02.773430,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14409,2026-09-15T02:44:02.591221,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14408,2026-09-15T02:44:02.557503,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14407,2026-09-15T02:44:02.472020,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14406,2026-09-15T02:44:02.470380,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14405,2026-09-15T02:44:02.432007,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14404,2026-09-15T02:44:02.430201,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ27CD5555,95.4,LOW,Expired Fitness Certificate
14403,2026-09-15T02:44:02.347499,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14402,2026-09-15T02:44:02.338013,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14401,2026-09-15T02:44:02.257599,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14400,2026-09-15T02:44:02.177204,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14399,2026-09-15T02:44:02.133285,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14398,2026-09-15T02:44:01.960500,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14397,2026-09-15T02:44:01.927780,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14396,2026-09-15T02:44:01.886033,GJ-GNR-013,GIFT City Main Expressway Toll,Home (Police),23.1612,72.6841,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14395,2026-09-15T02:44:01.794942,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14394,2026-09-15T02:44:01.791469,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14393,2026-09-15T02:44:01.583490,GJ-AHM-001,SG Highway - Pakwan Cross Road,Home (Police),23.0489,72.5085,GJ01AB1234,95.4,HIGH,Stolen Vehicle (FIR #102/2026)
14392,2026-09-15T02:44:01.582065,GJ-AHM-003,"Income Tax Circle, Ashram Road",Home (Police),23.0402,72.5699,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
14391,2026-09-15T02:44:01.579413,GJ-AHM-007,Subhash Bridge RTO Checkpost,RTO,23.0612,72.5801,GJ01DX5432,95.4,HIGH,Suspect in gold smuggling
14390,2026-09-15T02:44:01.542823,GJ-GNR-011,"Chh-0 Circle, Gandhinagar",Home (Police),23.2156,72.6369,GJ05XX9999,95.4,CRITICAL,Wanted in hit-and-run
